genome_id,pattern_idx,pattern,time_s,mem_gb,precision,recall,f1
GCF_048571295.1_ASM4857129v1_genomic.fna,16,#_________________,16.45,3.33,0.0000,0.0000,0.0000
GCF_048571295.1_ASM4857129v1_genomic.fna,26,#___________________________,13.09,2.75,0.0000,0.0000,0.0000
GCF_048571295.1_ASM4857129v1_genomic.fna,36,##_______,28.33,6.63,0.0547,0.8356,0.1027
GCF_048571295.1_ASM4857129v1_genomic.fna,46,##_________________,19.58,4.50,0.0000,0.0000,0.0000
GCF_048571295.1_ASM4857129v1_genomic.fna,56,##___________________________,15.12,3.33,0.0000,0.0000,0.0000
GCF_048571295.1_ASM4857129v1_genomic.fna,66,###_______,35.14,7.44,0.0473,0.8219,0.0895
GCF_048571295.1_ASM4857129v1_genomic.fna,76,###_________________,22.65,4.72,0.0433,0.3630,0.0774
GCF_048571295.1_ASM4857129v1_genomic.fna,86,###___________________________,20.21,4.40,0.0433,0.3630,0.0774
GCF_048571295.1_ASM4857129v1_genomic.fna,96,####_______,39.46,8.38,0.0454,0.8082,0.0860
GCF_048571295.1_ASM4857129v1_genomic.fna,106,####_________________,24.13,4.96,0.0494,0.5890,0.0912
GCF_048571295.1_ASM4857129v1_genomic.fna,116,####___________________________,24.02,4.96,0.0494,0.5890,0.0912
GCF_048571295.1_ASM4857129v1_genomic.fna,126,#####_______,45.90,9.37,0.0431,0.8151,0.0819
GCF_048571295.1_ASM4857129v1_genomic.fna,136,#####_________________,28.57,5.69,0.0501,0.6849,0.0934
GCF_048571295.1_ASM4857129v1_genomic.fna,146,#####___________________________,27.73,5.70,0.0501,0.6849,0.0934
GCF_048571295.1_ASM4857129v1_genomic.fna,156,######_______,51.18,12.14,0.0416,0.8219,0.0792
GCF_048571295.1_ASM4857129v1_genomic.fna,166,######_________________,31.97,7.12,0.0479,0.7123,0.0898
GCF_048571295.1_ASM4857129v1_genomic.fna,176,######___________________________,32.50,7.13,0.0479,0.7123,0.0898
GCF_048571295.1_ASM4857129v1_genomic.fna,186,#######_______,54.88,12.81,0.0419,0.8219,0.0797
GCF_048571295.1_ASM4857129v1_genomic.fna,196,#######_________________,34.34,7.44,0.0491,0.7740,0.0923
GCF_048571295.1_ASM4857129v1_genomic.fna,206,#######___________________________,34.27,7.44,0.0491,0.7740,0.0923
GCF_048571295.1_ASM4857129v1_genomic.fna,216,########_______,54.28,12.79,0.0419,0.8219,0.0797
GCF_048571295.1_ASM4857129v1_genomic.fna,226,########_________________,37.67,7.76,0.0488,0.8082,0.0920
GCF_048571295.1_ASM4857129v1_genomic.fna,236,########___________________________,42.50,7.76,0.0488,0.8082,0.0920
GCF_048571295.1_ASM4857129v1_genomic.fna,246,#########_______,66.71,12.80,0.0424,0.8219,0.0806
GCF_048571295.1_ASM4857129v1_genomic.fna,256,#########_________________,47.99,8.68,0.0472,0.8082,0.0892
GCF_048571295.1_ASM4857129v1_genomic.fna,266,#########___________________________,45.83,8.67,0.0472,0.8082,0.0892
GCF_048571295.1_ASM4857129v1_genomic.fna,276,##########_______,58.77,12.81,0.0438,0.8219,0.0832
GCF_048571295.1_ASM4857129v1_genomic.fna,286,##########_________________,48.93,9.36,0.0459,0.8151,0.0869
GCF_048571295.1_ASM4857129v1_genomic.fna,296,##########___________________________,44.65,9.37,0.0459,0.8151,0.0869
GCF_048571295.1_ASM4857129v1_genomic.fna,306,###########_______,56.60,12.81,0.0432,0.8219,0.0821
GCF_048571295.1_ASM4857129v1_genomic.fna,316,###########_________________,50.07,11.85,0.0432,0.8219,0.0821
GCF_048571295.1_ASM4857129v1_genomic.fna,326,###########___________________________,53.18,11.84,0.0432,0.8219,0.0821
GCF_048571295.1_ASM4857129v1_genomic.fna,336,############_______,63.27,12.81,0.0429,0.8219,0.0815
GCF_048571295.1_ASM4857129v1_genomic.fna,346,############_________________,59.03,12.16,0.0429,0.8219,0.0815
GCF_048571295.1_ASM4857129v1_genomic.fna,356,############___________________________,59.07,12.16,0.0429,0.8219,0.0815
GCF_048571295.1_ASM4857129v1_genomic.fna,366,#############_______,57.25,12.81,0.0416,0.8219,0.0792
GCF_048571295.1_ASM4857129v1_genomic.fna,376,#############_________________,46.71,12.50,0.0416,0.8219,0.0792
GCF_048571295.1_ASM4857129v1_genomic.fna,386,#############___________________________,45.74,12.48,0.0416,0.8219,0.0792
GCF_048571295.1_ASM4857129v1_genomic.fna,396,##############_______,49.98,12.82,0.0408,0.8219,0.0777
GCF_048571295.1_ASM4857129v1_genomic.fna,406,##############_________________,56.04,12.79,0.0408,0.8219,0.0777
